module,family,selected_units,winner,svd_relative_error,swd_relative_error,svd_mean_active_edges,swd_mean_active_edges,swd_best_sparsity,swd_error_over_svd,svd_edges_over_swd
h.3.attn.q_proj,attention,32,svd_omp,0.34610632061958313,0.6241101622581482,49152,6144.4091796875,0.82,1.8032324897762508,7.999467249428827
h.3.attn.q_proj,attention,48,svd_omp,0.3040532171726227,0.5633184909820557,73728,27187.96484375,0.3,1.8526970252784338,2.7117881174158085
h.3.attn.q_proj,attention,64,svd_omp,0.2721997797489166,0.5032816529273987,98304,35860.7421875,0.3,1.8489421754552384,2.7412706487225433
h.3.attn.k_proj,attention,1,svd_omp,0.5912752747535706,0.8990345597267151,1536,425.7060546875,0.82,1.5205008531794455,3.608123452995139
h.3.attn.k_proj,attention,2,svd_omp,0.5310125946998596,0.8379242420196533,3072,873.4267578125,0.82,1.5779743275077442,3.5171810028969497
h.3.attn.k_proj,attention,4,svd_omp,0.4835090935230255,0.7910517454147339,6144,1414.845703125,0.82,1.6360638424622778,4.342522994860581
h.3.attn.k_proj,attention,8,svd_omp,0.43201690912246704,0.7465419769287109,12288,2244.9833984375,0.82,1.7280387900675507,5.473537135531783
h.3.attn.k_proj,attention,12,svd_omp,0.4003697633743286,0.7155225276947021,18432,3002.39697265625,0.82,1.7871542587638396,6.139094919114919
h.3.attn.k_proj,attention,16,svd_omp,0.3772885203361511,0.6903115510940552,24576,3722.48291015625,0.82,1.829664868888699,6.60204508473309
h.3.attn.k_proj,attention,24,svd_omp,0.3434096872806549,0.6493063569068909,36864,5116.75244140625,0.82,1.8907630767452372,7.204569777831303
h.3.attn.k_proj,attention,32,svd_omp,0.31797167658805847,0.6158666610717773,49152,6469.73388671875,0.82,1.9368601243992258,7.597221286164582
h.3.attn.k_proj,attention,48,svd_omp,0.2796221673488617,0.5443443059921265,73728,27581.97265625,0.3,1.9467137071181937,2.673050289725867
h.3.attn.k_proj,attention,64,svd_omp,0.25038427114486694,0.4820730686187744,98304,36279.81640625,0.3,1.9253328750025889,2.7096057736131476
h.3.attn.v_proj,attention,1,svd_omp,0.9566754698753357,0.9803927540779114,1536,159.7900390625,0.82,1.0247913581453765,9.61261420932009
h.3.attn.v_proj,attention,2,svd_omp,0.9268627762794495,0.9713014364242554,3072,315.5458984375,0.82,1.047945242038081,9.73550920868163
h.3.attn.v_proj,attention,4,svd_omp,0.8874294757843018,0.954920768737793,6144,2236.59228515625,0.3,1.076052570705794,2.74703621253472
h.3.attn.v_proj,attention,8,svd_omp,0.8337734341621399,0.9244756102561951,12288,4432.96142578125,0.3,1.1087851595861913,2.7719618601992244
h.3.attn.v_proj,attention,12,svd_omp,0.7939513325691223,0.8993993997573853,18432,6612.833984375,0.3,1.132814270677079,2.787307233714271
h.3.attn.v_proj,attention,16,svd_omp,0.7611984014511108,0.8770642280578613,24576,8789.849609375,0.3,1.1522150156724837,2.795952273607497
h.3.attn.v_proj,attention,24,svd_omp,0.7077710628509521,0.8375979661941528,36864,13134.015625,0.3,1.1834306460909108,2.806757739029262
h.3.attn.v_proj,attention,32,svd_omp,0.6641598343849182,0.8029486536979675,49152,17461.7421875,0.3,1.2089690043385148,2.814839405611285
h.3.attn.v_proj,attention,48,svd_omp,0.5940211415290833,0.7430833578109741,73728,26114.8515625,0.3,1.2509375607376303,2.8232211017377864
h.3.attn.v_proj,attention,64,svd_omp,0.5379759073257446,0.6920764446258545,98304,34748.6875,0.3,1.2864450530250269,2.8289989370102107
h.3.attn.o_proj,attention,1,svd_omp,0.38680294156074524,0.9395595788955688,1536,261.49560546875,0.81,2.4290393839934548,5.8739036828041815
h.3.attn.o_proj,attention,2,svd_omp,0.3609370291233063,0.8896096348762512,3072,518.71923828125,0.81,2.4647225501829446,5.922278900198337
h.3.attn.o_proj,attention,4,svd_omp,0.3329731225967407,0.7972012162208557,6144,1266.4658203125,0.82,2.394190888452986,4.851295551335109
h.3.attn.o_proj,attention,8,svd_omp,0.3047013282775879,0.6538500785827637,12288,2526.2958984375,0.82,2.145872098027402,4.864038297176534
h.3.attn.o_proj,attention,12,svd_omp,0.2876419126987457,0.5716545581817627,18432,3775.4013671875,0.82,1.9873826898810474,4.882129926686706
h.3.attn.o_proj,attention,16,svd_omp,0.27459660172462463,0.5164378881454468,24576,5020.98583984375,0.82,1.8807147827100545,4.8946563053371985
h.3.attn.o_proj,attention,24,svd_omp,0.25423023104667664,0.44429051876068115,36864,7486.537109375,0.82,1.7475912165579925,4.924038906297163
h.3.attn.o_proj,attention,32,svd_omp,0.23811674118041992,0.39915722608566284,49152,9919.2275390625,0.82,1.676308957139739,4.955224568287857
h.3.attn.o_proj,attention,48,svd_omp,0.212635800242424,0.35072338581085205,73728,14715.201171875,0.82,1.6494089208449176,5.010329056249364
h.3.attn.o_proj,attention,64,svd_omp,0.1923394352197647,0.3250059187412262,98304,19474.66015625,0.82,1.6897518617015714,5.0477902675211155
h.3.mlp.c_fc,mlp,1,svd_omp,0.7430665493011475,0.8981484174728394,3840,2572.1904296875,0.82,1.2087052207067404,1.4928910222508402
h.3.mlp.c_fc,mlp,2,svd_omp,0.6724583506584167,0.8525017499923706,7680,5085.73291015625,0.82,1.2677391085376069,1.5101068293741846
h.3.mlp.c_fc,mlp,4,svd_omp,0.604576826095581,0.8139457106590271,15360,8399.46875,0.76,1.3463064998960872,1.828687082144332
h.3.mlp.c_fc,mlp,8,svd_omp,0.535921037197113,0.7848303318023682,30720,14067.650390625,0.69,1.4644514346872068,2.1837335409239698
h.3.mlp.c_fc,mlp,12,svd_omp,0.495816707611084,0.7623084187507629,46080,18470.6015625,0.69,1.5374802967485186,2.4947752699919676
h.3.mlp.c_fc,mlp,16,svd_omp,0.4677446186542511,0.7436687350273132,61440,22686.015625,0.69,1.5899033476150382,2.7082763679441837
h.3.mlp.c_fc,mlp,24,svd_omp,0.42875269055366516,0.7123809456825256,92160,30891.78515625,0.69,1.6615194758605485,2.98331739437707
h.3.mlp.c_fc,mlp,32,svd_omp,0.40111029148101807,0.6827415823936462,122880,50374.734375,0.58,1.702129306811755,2.4393180733273097
h.3.mlp.c_fc,mlp,48,svd_omp,0.36112672090530396,0.632007896900177,184320,90218.375,0.45,1.7501000627032097,2.0430427836901295
h.3.mlp.c_fc,mlp,64,svd_omp,0.33147895336151123,0.5830045342445374,245760,145431.890625,0.3,1.7587980423261205,1.6898631994938351
h.3.mlp.down_proj,mlp,1,svd_omp,0.7389957904815674,0.8295919299125671,3840,2742.357421875,0.3,1.1225935798253501,1.4002551123968814
h.3.mlp.down_proj,mlp,2,svd_omp,0.6485189199447632,0.7617371678352356,7680,5276.38037109375,0.3,1.174579714497945,1.4555432815409401
h.3.mlp.down_proj,mlp,4,svd_omp,0.567770779132843,0.6926600337028503,15360,7432.00048828125,0.58,1.219964216476147,2.0667382926332674
h.3.mlp.down_proj,mlp,8,svd_omp,0.501708984375,0.6365871429443359,30720,13638.2587890625,0.58,1.2688374391727495,2.2524869541731074
h.3.mlp.down_proj,mlp,12,svd_omp,0.4668565094470978,0.6142408847808838,46080,19229.23828125,0.58,1.3156952347271211,2.3963507719872386
h.3.mlp.down_proj,mlp,16,svd_omp,0.44347497820854187,0.5979810953140259,61440,24605.95703125,0.58,1.3483987252891374,2.4969563232988707
h.3.mlp.down_proj,mlp,24,svd_omp,0.411228209733963,0.5717056393623352,92160,35159.234375,0.58,1.3902393508757347,2.621217487759928
h.3.mlp.down_proj,mlp,32,svd_omp,0.3879331946372986,0.5496917963027954,122880,45604.51171875,0.58,1.4169754068525495,2.6944702479837908
h.3.mlp.down_proj,mlp,48,svd_omp,0.3532043397426605,0.5127598643302917,184320,66391.9921875,0.58,1.4517371578839633,2.7762384276624097
h.3.mlp.down_proj,mlp,64,svd_omp,0.32651397585868835,0.4817313253879547,245760,87101.921875,0.58,1.47537735290217,2.8215221284404066
